timestamp[s];distance[m];altitude[m];speed[m/s];power[watts];heart_rate[bpm];temperature[C];left_right_balance;accumulated_power[watts];cadence[rpm];left_pco[mm];right_pco[mm];left_power_phase[degrees];left_power_phase_peak[degrees];right_power_phase[degrees];right_power_phase_peak[degrees]
962869081;50987.59;508.60;4.60;183;152;24;178;1178011;85;3;1;3.487500054492188E-5|2.0250000316406255E-5;6.609375103271486E-6|1.167187518237305E-5;3.473437554272462E-5|1.940625030322266E-5;5.343750083496095E-6|1.1250000175781253E-5
962869082;50992.3;508.60;4.61;184;153;24;178;1178195;85;3;1;3.487500054492188E-5|2.0250000316406255E-5;6.609375103271486E-6|1.167187518237305E-5;3.473437554272462E-5|1.940625030322266E-5;5.343750083496095E-6|1.1250000175781253E-5
962869083;50997.0;508.80;4.61;184;153;24;178;1178379;85;4;2;3.473437554272462E-5|1.9968750312011722E-5;6.46875010107422E-6|1.167187518237305E-5;3.459375054052735E-5|1.940625030322266E-5;6.0468750944824235E-6|1.1390625177978518E-5
962869084;51001.65;509.20;4.53;181;154;24;180;1178560;83;4;1;3.487500054492188E-5|1.982812530981446E-5;6.750000105468752E-6|1.1812500184570315E-5;3.459375054052735E-5|1.9546875305419927E-5;5.906250092285157E-6|1.1390625177978518E-5
962869085;51006.26;509.60;4.52;200;153;24;176;1178760;84;3;0;3.487500054492188E-5|1.982812530981446E-5;6.750000105468752E-6|1.1812500184570315E-5;3.459375054052735E-5|1.9546875305419927E-5;5.906250092285157E-6|1.1390625177978518E-5
962869086;51010.83;509.80;4.49;201;154;24;176;1178961;84;4;0;3.473437554272462E-5|2.039062531860352E-5;6.750000105468752E-6|1.167187518237305E-5;3.501562554711915E-5|1.9546875305419927E-5;5.906250092285157E-6|1.1250000175781253E-5
962869087;51015.38;510.20;4.53;182;154;24;178;1179143;83;4;0;3.501562554711915E-5|1.9687500307617193E-5;6.328125098876955E-6|1.167187518237305E-5;3.473437554272462E-5|1.940625030322266E-5;6.187500096679689E-6|1.1390625177978518E-5
962869088;51020.1;510.40;4.50;192;154;24;178;1179335;83;1;1;3.501562554711915E-5|1.9687500307617193E-5;6.328125098876955E-6|1.167187518237305E-5;3.473437554272462E-5|1.940625030322266E-5;6.187500096679689E-6|1.1390625177978518E-5
962869089;51024.74;510.60;4.51;197;155;24;178;1179532;84;1;1;3.487500054492188E-5|2.0812500325195316E-5;6.750000105468752E-6|1.1390625177978518E-5;3.487500054492188E-5|1.9265625301025395E-5;5.906250092285157E-6|1.1531250180175784E-5
962869090;51029.32;510.80;4.45;194;155;24;177;1179726;82;2;1;3.459375054052735E-5|2.0250000316406255E-5;6.750000105468752E-6|1.2093750188964847E-5;3.473437554272462E-5|1.9265625301025395E-5;6.328125098876955E-6|1.1531250180175784E-5
962869091;51033.8;511.00;4.39;192;154;24;178;1179918;82;3;1;3.445312553833009E-5|2.0250000316406255E-5;6.609375103271486E-6|1.1531250180175784E-5;3.501562554711915E-5|1.9546875305419927E-5;5.625000087890627E-6|1.1390625177978518E-5
962869092;51038.24;511.40;4.41;186;155;24;178;1180104;81;3;1;3.5156250549316415E-5|1.9687500307617193E-5;6.187500096679689E-6|1.1250000175781253E-5;3.501562554711915E-5|1.9546875305419927E-5;5.625000087890627E-6|1.1390625177978518E-5
962869093;51042.79;511.40;4.49;180;155;24;178;1180284;83;2;0;3.5156250549316415E-5|1.9687500307617193E-5;6.187500096679689E-6|1.1250000175781253E-5;3.501562554711915E-5|1.9546875305419927E-5;5.625000087890627E-6|1.1390625177978518E-5
962869094;51047.38;511.60;4.48;173;154;24;180;1180457;84;11;0;3.5156250549316415E-5|1.982812530981446E-5;6.187500096679689E-6|1.167187518237305E-5;3.445312553833009E-5|1.9968750312011722E-5;6.46875010107422E-6|1.1531250180175784E-5
962869095;51051.96;511.80;4.50;177;154;24;176;1180634;83;4;1;3.5156250549316415E-5|1.982812530981446E-5;6.187500096679689E-6|1.167187518237305E-5;3.445312553833009E-5|1.9968750312011722E-5;6.46875010107422E-6|1.1531250180175784E-5
962869096;51056.53;512.20;4.47;173;154;24;178;1180807;83;1;1;3.5156250549316415E-5|1.982812530981446E-5;6.187500096679689E-6|1.167187518237305E-5;3.529687555151368E-5|1.8984375296630863E-5;5.203125081298829E-6|1.0968750171386721E-5
962869097;51061.08;512.40;4.49;195;154;24;178;1181002;84;4;1;3.459375054052735E-5|1.9687500307617193E-5;6.187500096679689E-6|1.1390625177978518E-5;3.487500054492188E-5|1.9265625301025395E-5;6.187500096679689E-6|1.1531250180175784E-5
962869098;51065.63;512.40;4.39;179;153;24;177;1181181;81;4;1;3.487500054492188E-5|2.010937531420899E-5;6.187500096679689E-6|1.1531250180175784E-5;3.473437554272462E-5|1.912500029882813E-5;6.0468750944824235E-6|1.1390625177978518E-5
962869099;51070.07;512.80;4.18;194;154;24;177;1181375;78;2;3;3.487500054492188E-5|2.010937531420899E-5;6.187500096679689E-6|1.1531250180175784E-5;3.473437554272462E-5|1.912500029882813E-5;6.0468750944824235E-6|1.1390625177978518E-5
962869100;51074.36;513.00;4.14;203;153;24;177;1181578;77;2;3;3.459375054052735E-5|2.33437503647461E-5;6.46875010107422E-6|1.167187518237305E-5;3.431250053613282E-5|1.9546875305419927E-5;6.609375103271486E-6|1.1531250180175784E-5
962869101;51078.55;513.20;4.05;189;153;24;179;1181767;74;2;1;1.4062500219726565E-7|1.9968750312011722E-5;4.921875076904298E-6|1.0546875164794924E-5;3.473437554272462E-5|1.9968750312011722E-5;6.0468750944824235E-6|1.1390625177978518E-5
962869102;51082.74;513.40;4.06;200;153;24;179;1181967;76;0;-1;3.473437554272462E-5|2.1937500342773442E-5;6.0468750944824235E-6|1.1390625177978518E-5;3.501562554711915E-5|1.9968750312011722E-5;6.0468750944824235E-6|1.167187518237305E-5
962869103;51086.93;513.60;4.09;205;153;24;176;1182172;75;-1;-1;3.5156250549316415E-5|2.3484375366943367E-5;6.187500096679689E-6|1.1250000175781253E-5;3.501562554711915E-5|1.9968750312011722E-5;6.0468750944824235E-6|1.167187518237305E-5
962869104;51091.14;513.60;4.11;208;153;24;178;1182380;78;-1;-2;3.5156250549316415E-5|2.3484375366943367E-5;6.187500096679689E-6|1.1250000175781253E-5;3.487500054492188E-5|1.940625030322266E-5;6.609375103271486E-6|1.167187518237305E-5
962869105;51095.32;513.80;4.17;197;153;24;182;1182577;77;1;0;3.501562554711915E-5|2.0671875322998053E-5;6.328125098876955E-6|1.1390625177978518E-5;3.501562554711915E-5|2.0531250320800787E-5;6.328125098876955E-6|1.1531250180175784E-5
962869106;51099.54;514.20;4.22;197;153;24;178;1182774;79;1;0;3.501562554711915E-5|2.0671875322998053E-5;6.328125098876955E-6|1.1390625177978518E-5;3.501562554711915E-5|2.0531250320800787E-5;6.328125098876955E-6|1.1531250180175784E-5
962869107;51103.8;514.40;4.23;202;153;24;178;1182976;79;0;0;3.5156250549316415E-5|1.9968750312011722E-5;6.46875010107422E-6|1.1250000175781253E-5;3.557812555590821E-5|1.9687500307617193E-5;6.0468750944824235E-6|1.1390625177978518E-5
962869108;51108.07;514.80;4.24;201;153;24;179;1183177;78;0;0;3.5156250549316415E-5|1.9968750312011722E-5;6.46875010107422E-6|1.1250000175781253E-5;3.5156250549316415E-5|1.9687500307617193E-5;6.187500096679689E-6|1.1531250180175784E-5
962869109;51112.37;515.00;4.21;201;153;24;179;1183378;80;1;0;3.5156250549316415E-5|1.9968750312011722E-5;6.46875010107422E-6|1.1250000175781253E-5;3.5156250549316415E-5|1.912500029882813E-5;6.328125098876955E-6|1.1531250180175784E-5
962869110;51116.62;515.20;4.21;192;153;24;178;1183570;80;3;0;3.5156250549316415E-5|1.9968750312011722E-5;6.46875010107422E-6|1.1250000175781253E-5;3.5156250549316415E-5|1.912500029882813E-5;6.328125098876955E-6|1.1531250180175784E-5
962869111;51120.77;515.40;4.23;193;153;24;178;1183763;77;3;0;3.487500054492188E-5|2.109375032958985E-5;6.609375103271486E-6|1.167187518237305E-5;3.5156250549316415E-5|1.9265625301025395E-5;5.625000087890627E-6|1.1390625177978518E-5
962869112;51124.91;515.80;4.17;176;154;24;181;1183939;83;4;1;3.5156250549316415E-5|2.109375032958985E-5;6.46875010107422E-6|1.167187518237305E-5;3.473437554272462E-5|1.9687500307617193E-5;6.0468750944824235E-6|1.1250000175781253E-5
962869113;51129.05;516.20;4.11;180;154;24;177;1184119;87;4;1;3.5156250549316415E-5|2.109375032958985E-5;6.46875010107422E-6|1.167187518237305E-5;3.473437554272462E-5|1.9687500307617193E-5;6.0468750944824235E-6|1.1250000175781253E-5
962869114;51133.14;516.40;4.05;177;154;24;175;1184296;85;5;2;3.459375054052735E-5|1.9968750312011722E-5;6.609375103271486E-6|1.167187518237305E-5;3.431250053613282E-5|1.88437502944336E-5;6.46875010107422E-6|1.167187518237305E-5
962869115;51137.15;516.40;4.05;179;154;24;175;1184475;84;5;2;3.403125053173829E-5|1.9968750312011722E-5;6.328125098876955E-6|1.167187518237305E-5;3.431250053613282E-5|1.88437502944336E-5;6.46875010107422E-6|1.167187518237305E-5
962869116;51141.15;516.60;3.94;182;154;24;177;1184657;84;10;1;3.403125053173829E-5|1.9968750312011722E-5;6.328125098876955E-6|1.167187518237305E-5;3.431250053613282E-5|1.88437502944336E-5;6.46875010107422E-6|1.167187518237305E-5
962869117;51145.11;516.60;4.07;165;154;24;175;1184822;82;10;1;3.4171875533935555E-5|2.0671875322998053E-5;6.750000105468752E-6|1.2093750188964847E-5;3.445312553833009E-5|1.940625030322266E-5;6.328125098876955E-6|1.1812500184570315E-5
962869118;51149.09;516.80;3.99;174;154;24;174;1184996;84;3;-2;3.4171875533935555E-5|2.0671875322998053E-5;6.750000105468752E-6|1.2093750188964847E-5;3.473437554272462E-5|1.9265625301025395E-5;5.625000087890627E-6|1.1250000175781253E-5
962869119;51153.06;517.00;3.98;175;154;24;177;1185171;83;4;2;3.459375054052735E-5|1.9687500307617193E-5;5.625000087890627E-6|1.1109375173583987E-5;3.375000052734376E-5|1.9687500307617193E-5;6.609375103271486E-6|1.1812500184570315E-5
962869120;51156.78;517.20;3.75;168;155;24;178;1185339;82;5;2;3.445312553833009E-5|2.010937531420899E-5;7.031250109863283E-6|1.1953125186767581E-5;3.375000052734376E-5|1.9968750312011722E-5;6.609375103271486E-6|1.1531250180175784E-5
962869121;51160.58;517.60;3.65;157;154;24;181;1185496;81;2;1;3.445312553833009E-5|2.010937531420899E-5;7.031250109863283E-6|1.1953125186767581E-5;3.375000052734376E-5|1.9968750312011722E-5;6.609375103271486E-6|1.1531250180175784E-5
962869122;51164.26;517.80;3.80;163;154;24;177;1185659;80;7;1;3.459375054052735E-5|2.0671875322998053E-5;6.46875010107422E-6|1.167187518237305E-5;3.501562554711915E-5|1.9687500307617193E-5;6.187500096679689E-6|1.1812500184570315E-5
962869123;51168.13;518.20;3.91;162;154;24;180;1185821;81;7;1;3.487500054492188E-5|1.9687500307617193E-5;5.625000087890627E-6|1.1250000175781253E-5;3.501562554711915E-5|1.9687500307617193E-5;6.187500096679689E-6|1.1812500184570315E-5
962869124;51171.95;518.40;3.81;175;153;24;177;1185996;80;9;2;3.487500054492188E-5|1.9687500307617193E-5;5.625000087890627E-6|1.1250000175781253E-5;3.473437554272462E-5|1.982812530981446E-5;6.46875010107422E-6|1.1812500184570315E-5
962869125;51175.7;518.60;3.71;165;153;24;176;1186161;80;9;2;3.487500054492188E-5|2.137500033398438E-5;6.0468750944824235E-6|1.2093750188964847E-5;3.473437554272462E-5|1.982812530981446E-5;6.46875010107422E-6|1.1812500184570315E-5
962869126;51179.38;518.80;3.72;166;153;24;177;1186327;79;9;1;3.473437554272462E-5|2.039062531860352E-5;6.187500096679689E-6|1.167187518237305E-5;3.459375054052735E-5|1.9546875305419927E-5;6.187500096679689E-6|1.167187518237305E-5
962869127;51183.05;519.00;3.67;173;154;24;177;1186500;79;4;0;3.473437554272462E-5|2.039062531860352E-5;6.187500096679689E-6|1.167187518237305E-5;3.459375054052735E-5|1.9546875305419927E-5;6.187500096679689E-6|1.167187518237305E-5
962869128;51186.74;519.20;3.69;170;154;24;177;1186670;79;4;0;3.459375054052735E-5|1.982812530981446E-5;6.46875010107422E-6|1.1812500184570315E-5;3.459375054052735E-5|1.9546875305419927E-5;6.187500096679689E-6|1.167187518237305E-5
962869129;51190.56;519.40;3.75;166;154;24;177;1186836;80;1;1;3.501562554711915E-5|1.9687500307617193E-5;6.187500096679689E-6|1.1531250180175784E-5;3.459375054052735E-5|1.9265625301025395E-5;6.0468750944824235E-6|1.1390625177978518E-5
962869130;51194.43;519.60;3.86;161;154;24;178;1186997;81;4;2;3.501562554711915E-5|1.9687500307617193E-5;6.187500096679689E-6|1.1531250180175784E-5;3.487500054492188E-5|1.8984375296630863E-5;5.343750083496095E-6|1.0968750171386721E-5
962869131;51198.4;520.00;3.97;165;154;24;179;1187162;83;5;2;3.487500054492188E-5|1.9968750312011722E-5;6.187500096679689E-6|1.1531250180175784E-5;3.487500054492188E-5|1.8984375296630863E-5;5.343750083496095E-6|1.0968750171386721E-5
962869132;51202.42;520.20;4.06;161;154;24;178;1187323;85;3;3;3.5156250549316415E-5|1.9968750312011722E-5;7.031250109863283E-6|1.2093750188964847E-5;3.487500054492188E-5|1.8984375296630863E-5;5.343750083496095E-6|1.0968750171386721E-5
962869133;51206.51;520.40;4.17;155;154;24;178;1187478;88;3;3;3.5156250549316415E-5|1.9968750312011722E-5;7.031250109863283E-6|1.2093750188964847E-5;3.5156250549316415E-5|1.912500029882813E-5;6.0468750944824235E-6|1.1390625177978518E-5
962869134;51210.7;520.60;4.23;145;154;24;178;1187623;88;2;3;3.543750055371095E-5|1.9968750312011722E-5;6.750000105468752E-6|1.167187518237305E-5;3.5156250549316415E-5|1.912500029882813E-5;6.0468750944824235E-6|1.1390625177978518E-5
962869135;51214.98;520.80;4.29;110;154;24;180;1187733;90;2;3;3.543750055371095E-5|1.9968750312011722E-5;6.750000105468752E-6|1.167187518237305E-5;3.529687555151368E-5|1.940625030322266E-5;6.46875010107422E-6|1.167187518237305E-5
962869136;51219.35;521.00;4.39;104;154;24;175;1187837;93;0;4;0.0|1.9968750312011722E-5;6.890625107666017E-6|1.1812500184570315E-5;2.812500043945313E-7|1.940625030322266E-5;6.46875010107422E-6|1.1531250180175784E-5
962869137;51223.84;521.00;4.62;92;154;24;184;1187929;101;0;4;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;0.0|1.9687500307617193E-5;6.609375103271486E-6|1.167187518237305E-5
962869138;51228.69;521.20;4.91;59;153;24;176;1187988;69;0;4;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;0.0|1.9687500307617193E-5;6.609375103271486E-6|1.167187518237305E-5
962869139;51233.88;521.40;5.13;30;153;24;176;1187988;69;0;4;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869140;51239.38;521.60;5.75;30;153;24;176;1187988;0;0;4;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869141;51245.44;521.60;6.07;30;152;24;153;1188078;18;0;4;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869142;51251.81;521.80;6.57;66;151;24;179;1188144;90;0;4;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869143;51258.49;521.80;6.72;46;150;24;171;1188190;86;0;4;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869144;51265.42;521.80;7.12;58;149;24;171;1188248;89;0;6;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869145;51272.98;521.80;7.56;57;148;24;175;1188305;92;0;6;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869146;51280.74;521.80;7.81;43;147;24;161;1188348;90;-2;4;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869147;51289.01;521.80;8.23;11;146;24;228;1188359;63;-3;3;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869148;51297.54;521.80;8.44;0;146;24;228;1188359;63;-3;3;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869149;51306.34;521.40;8.72;0;144;24;228;1188359;0;-3;3;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869150;51315.34;521.00;8.88;0;143;24;228;1188359;0;-3;3;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869151;51324.51;520.60;9.06;0;141;24;228;1188359;0;-3;3;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869152;51333.98;520.00;9.25;0;139;24;228;1188359;0;-3;3;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869153;51343.4;519.40;9.27;0;137;24;228;1188359;0;-3;3;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869154;51352.73;519.20;9.19;0;136;24;228;1188359;0;-3;3;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869155;51361.96;518.60;9.11;0;135;24;228;1188359;0;-3;3;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869156;51370.96;518.00;8.99;0;135;24;228;1188359;6;-3;3;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869157;51379.87;517.60;8.90;9;134;24;128;1188368;23;2;3;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869158;51388.74;517.00;8.65;63;134;24;194;1188431;48;-5;1;5.625000087890626E-7|1.814062528344727E-5;8.578125134033205E-6|1.3500000210937504E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869159;51397.39;516.60;8.45;84;133;24;176;1188515;94;-5;1;1.4062500219726567E-6|2.0531250320800787E-5;7.5937501186523455E-6|1.2515625195556644E-5;1.9687500307617193E-6|2.0953125327392582E-5;6.187500096679689E-6|1.1109375173583987E-5
962869160;51405.85;516.00;8.04;80;134;24;176;1188515;94;-6;2;1.4062500219726567E-6|2.0531250320800787E-5;7.5937501186523455E-6|1.2515625195556644E-5;1.8281250285644535E-6|1.8984375296630863E-5;7.45312511645508E-6|1.2515625195556644E-5
962869161;51413.86;515.80;7.68;80;134;24;176;1188675;87;-6;4;7.031250109863283E-7|2.0250000316406255E-5;7.45312511645508E-6|1.2375000193359378E-5;1.265625019775391E-6|1.8984375296630863E-5;7.45312511645508E-6|1.2375000193359378E-5
962869162;51421.46;515.40;7.33;84;134;24;172;1188759;87;-4;3;7.031250109863283E-7|2.0250000316406255E-5;7.45312511645508E-6|1.2375000193359378E-5;1.265625019775391E-6|1.8984375296630863E-5;7.45312511645508E-6|1.2375000193359378E-5
962869163;51428.71;515.20;6.89;108;134;24;169;1188867;88;-6;3;2.812500043945313E-7|1.9968750312011722E-5;7.171875112060549E-6|1.2234375191162112E-5;1.265625019775391E-6|1.8984375296630863E-5;7.45312511645508E-6|1.2375000193359378E-5
962869164;51435.49;515.20;6.48;139;134;24;169;1189006;84;-3;2;2.812500043945313E-7|2.010937531420899E-5;6.890625107666017E-6|1.167187518237305E-5;1.265625019775391E-6|1.8984375296630863E-5;7.45312511645508E-6|1.2375000193359378E-5
962869165;51441.75;515.20;5.87;167;134;24;177;1189173;85;-3;4;2.812500043945313E-7|2.010937531420899E-5;6.890625107666017E-6|1.167187518237305E-5;1.4062500219726565E-7|1.88437502944336E-5;6.46875010107422E-6|1.1390625177978518E-5
962869166;51447.29;515.20;5.12;190;133;24;177;1189363;86;-1;5;3.473437554272462E-5|1.9968750312011722E-5;4.500000070312501E-6|1.0968750171386721E-5;1.4062500219726565E-7|1.88437502944336E-5;6.46875010107422E-6|1.1390625177978518E-5
962869167;51452.24;515.20;4.71;171;134;24;173;1189534;81;-1;5;3.5156250549316415E-5|2.587500040429688E-5;6.46875010107422E-6|1.167187518237305E-5;3.473437554272462E-5|1.9546875305419927E-5;6.750000105468752E-6|1.1531250180175784E-5
962869168;51456.68;515.20;4.21;185;134;24;173;1189719;83;1;2;3.5156250549316415E-5|2.587500040429688E-5;6.46875010107422E-6|1.167187518237305E-5;3.473437554272462E-5|1.9546875305419927E-5;6.750000105468752E-6|1.1531250180175784E-5
962869169;51460.8;515.20;3.99;198;135;24;177;1189917;79;1;2;3.459375054052735E-5|2.2218750347167974E-5;6.328125098876955E-6|1.1531250180175784E-5;3.431250053613282E-5|1.912500029882813E-5;6.750000105468752E-6|1.1812500184570315E-5
962869170;51464.76;515.20;3.84;196;136;24;176;1190113;80;4;2;3.459375054052735E-5|2.2218750347167974E-5;6.328125098876955E-6|1.1531250180175784E-5;3.403125053173829E-5|1.982812530981446E-5;6.46875010107422E-6|1.167187518237305E-5
962869171;51468.68;515.60;3.91;206;137;24;176;1190319;80;5;2;3.473437554272462E-5|2.2781250355957036E-5;5.906250092285157E-6|1.1390625177978518E-5;3.403125053173829E-5|1.982812530981446E-5;6.46875010107422E-6|1.167187518237305E-5
962869172;51472.51;516.00;3.70;212;137;24;176;1190531;79;2;2;3.389062552954102E-5|2.559375039990235E-5;6.750000105468752E-6|1.1953125186767581E-5;3.403125053173829E-5|1.982812530981446E-5;6.46875010107422E-6|1.167187518237305E-5
962869173;51476.12;516.40;3.44;207;138;24;178;1190738;77;-1;2;3.389062552954102E-5|2.559375039990235E-5;6.750000105468752E-6|1.1953125186767581E-5;3.403125053173829E-5|1.982812530981446E-5;6.46875010107422E-6|1.1531250180175784E-5
962869174;51479.57;516.80;3.39;207;138;24;175;1190945;76;1;-3;3.487500054492188E-5|2.4750000386718755E-5;6.187500096679689E-6|1.1250000175781253E-5;3.403125053173829E-5|1.982812530981446E-5;6.46875010107422E-6|1.1531250180175784E-5
962869175;51483.22;517.40;3.62;212;139;24;177;1191157;76;-1;0;3.487500054492188E-5|2.4750000386718755E-5;6.187500096679689E-6|1.1250000175781253E-5;3.403125053173829E-5|1.982812530981446E-5;6.46875010107422E-6|1.1531250180175784E-5
962869176;51486.92;518.00;3.49;208;139;24;178;1191365;75;-2;-2;3.487500054492188E-5|2.4750000386718755E-5;6.187500096679689E-6|1.1250000175781253E-5;3.4171875533935555E-5|1.9687500307617193E-5;6.187500096679689E-6|1.1390625177978518E-5
962869177;51490.83;518.40;3.69;203;140;24;177;1191365;75;-2;-2;3.459375054052735E-5|2.460937538452149E-5;6.46875010107422E-6|1.1812500184570315E-5;3.473437554272462E-5|1.9968750312011722E-5;5.4843750856933605E-6|1.1250000175781253E-5
962869178;51494.54;518.80;3.45;203;141;24;177;1191771;73;1;1;3.445312553833009E-5|2.4468750382324223E-5;6.328125098876955E-6|1.167187518237305E-5;3.459375054052735E-5|1.9687500307617193E-5;6.0468750944824235E-6|1.1531250180175784E-5
962869179;51497.96;519.20;3.49;205;141;24;177;1191976;72;0;2;3.445312553833009E-5|2.4468750382324223E-5;6.328125098876955E-6|1.167187518237305E-5;3.459375054052735E-5|1.9687500307617193E-5;6.0468750944824235E-6|1.1531250180175784E-5
962869180;51501.4;519.60;3.41;213;142;24;177;1192189;71;0;2;3.501562554711915E-5|2.362500036914063E-5;6.0468750944824235E-6|1.1531250180175784E-5;3.445312553833009E-5|1.9968750312011722E-5;6.328125098876955E-6|1.1390625177978518E-5
962869181;51504.85;519.80;3.54;231;142;24;175;1192420;74;-2;0;3.445312553833009E-5|2.4750000386718755E-5;6.187500096679689E-6|1.1390625177978518E-5;3.431250053613282E-5|1.982812530981446E-5;6.46875010107422E-6|1.1531250180175784E-5
962869182;51508.21;520.20;3.58;238;143;24;179;1192658;78;-1;2;3.445312553833009E-5|2.4750000386718755E-5;6.187500096679689E-6|1.1390625177978518E-5;3.431250053613282E-5|1.982812530981446E-5;6.46875010107422E-6|1.1531250180175784E-5
962869183;51511.78;520.40;3.69;237;144;24;178;1192895;79;-2;3;3.487500054492188E-5|2.2500000351562507E-5;6.46875010107422E-6|1.1390625177978518E-5;3.4171875533935555E-5|1.982812530981446E-5;6.187500096679689E-6|1.1250000175781253E-5
962869184;51515.5;520.60;3.81;239;144;24;177;1193134;81;-2;3;3.403125053173829E-5|2.5031250391113288E-5;7.171875112060549E-6|1.1812500184570315E-5;3.431250053613282E-5|2.0250000316406255E-5;6.328125098876955E-6|1.1390625177978518E-5
962869185;51519.52;520.80;4.15;222;145;24;177;1193356;83;0;1;3.403125053173829E-5|2.5031250391113288E-5;7.171875112060549E-6|1.1812500184570315E-5;3.431250053613282E-5|2.0250000316406255E-5;6.328125098876955E-6|1.1390625177978518E-5
962869186;51523.65;521.00;4.27;243;146;24;180;1193599;84;0;1;3.445312553833009E-5|2.1937500342773442E-5;7.312500114257814E-6|1.1812500184570315E-5;3.431250053613282E-5|1.9687500307617193E-5;6.46875010107422E-6|1.1390625177978518E-5
962869187;51527.75;521.20;4.10;239;147;24;181;1193838;80;0;3;3.360937552514649E-5|2.0671875322998053E-5;8.43750013183594E-6|1.2375000193359378E-5;3.431250053613282E-5|2.0250000316406255E-5;6.750000105468752E-6|1.1531250180175784E-5
962869188;51531.89;521.40;4.26;231;149;24;181;1194069;79;1;2;3.375000052734376E-5|1.940625030322266E-5;6.328125098876955E-6|1.0968750171386721E-5;3.431250053613282E-5|2.0250000316406255E-5;6.750000105468752E-6|1.1531250180175784E-5
962869189;51536.02;521.80;4.18;229;149;24;176;1194298;79;1;1;3.4171875533935555E-5|2.5031250391113288E-5;7.031250109863283E-6|1.167187518237305E-5;3.389062552954102E-5|1.9687500307617193E-5;6.750000105468752E-6|1.1390625177978518E-5
