timestamp[s];distance[m];altitude[m];speed[m/s];power[watts];heart_rate[bpm];temperature[C];cadence[rpm];accumulated_power[watts];left_pco[mm];right_pco[mm];right_power_phase[degrees];right_power_phase_peak[degrees];left_right_balance;left_power_phase[degrees];left_power_phase_peak[degrees]
935673745;53616.37;59.40;12.34;78;164;31;101;801594;-7;-4;1.1250000175781252E-6|2.0953125327392582E-5;1.068750016699219E-5|1.2375000193359378E-5;183;1.1250000175781252E-6|2.1796875340576176E-5;1.0546875164794924E-5|1.1953125186767581E-5
935673746;53628.65;59.40;12.17;78;165;31;63;801750;-9;-1;0.0|2.109375032958985E-5;9.70312515161133E-6|1.2093750188964847E-5;183;1.1250000175781252E-6|2.1796875340576176E-5;1.0546875164794924E-5|1.1953125186767581E-5
935673747;53640.85;59.40;12.24;205;165;31;103;801955;-9;-1;1.1250000175781252E-6|1.9968750312011722E-5;8.859375138427737E-6|1.1953125186767581E-5;173;2.8406250443847662E-5|2.1234375331787115E-5;9.70312515161133E-6|1.293750020214844E-5
935673748;53653.15;59.40;12.35;283;166;31;104;802238;-8;-4;3.27656255119629E-5|2.2078125344970708E-5;8.156250127441408E-6|1.2515625195556644E-5;173;3.3187500518554695E-5|2.3062500360351568E-5;8.578125134033205E-6|1.2796875199951175E-5
935673749;53665.55;59.40;12.47;271;166;31;97;802509;-8;-2;3.27656255119629E-5|2.2078125344970708E-5;8.156250127441408E-6|1.2515625195556644E-5;179;3.3187500518554695E-5|2.3062500360351568E-5;8.578125134033205E-6|1.2796875199951175E-5
935673750;53678.01;59.40;12.47;277;166;31;97;802786;-9;-3;3.445312553833009E-5|2.0250000316406255E-5;8.015625125244143E-6|1.1953125186767581E-5;178;3.445312553833009E-5|2.362500036914063E-5;9.000000140625001E-6|1.2375000193359378E-5
935673751;53690.48;59.40;12.51;311;167;31;99;803097;-8;-4;3.459375054052735E-5|2.1234375331787115E-5;8.43750013183594E-6|1.1531250180175784E-5;178;3.487500054492188E-5|2.3906250373535162E-5;8.859375138427737E-6|1.2796875199951175E-5
935673752;53703.06;59.40;12.60;343;167;31;103;803440;-11;-6;3.459375054052735E-5|2.1234375331787115E-5;8.43750013183594E-6|1.1531250180175784E-5;180;3.487500054492188E-5|2.3906250373535162E-5;8.859375138427737E-6|1.2796875199951175E-5
935673753;53715.75;59.40;12.74;352;167;31;104;803792;-7;-6;3.360937552514649E-5|2.2921875358154302E-5;8.296875129638674E-6|1.0406250162597658E-5;182;3.403125053173829E-5|2.432812538012696E-5;8.578125134033205E-6|1.2093750188964847E-5
935673754;53728.54;59.40;12.90;354;168;31;108;804146;-7;-6;3.389062552954102E-5|2.2781250355957036E-5;8.015625125244143E-6|1.1953125186767581E-5;180;3.403125053173829E-5|2.1656250338378913E-5;9.281250145019534E-6|1.265625019775391E-5
935673755;53741.53;59.40;13.03;326;168;31;101;804472;-9;-5;3.389062552954102E-5|2.2781250355957036E-5;8.015625125244143E-6|1.1953125186767581E-5;177;3.403125053173829E-5|2.1656250338378913E-5;9.281250145019534E-6|1.265625019775391E-5
935673756;53754.69;59.40;13.21;363;170;31;102;804835;-9;-5;3.332812552075196E-5|2.0671875322998053E-5;8.156250127441408E-6|1.1812500184570315E-5;179;3.389062552954102E-5|2.4750000386718755E-5;9.000000140625001E-6|1.2375000193359378E-5
935673757;53768.02;59.40;13.41;373;170;31;104;805208;-8;-8;3.403125053173829E-5|2.1515625336181647E-5;8.296875129638674E-6|1.1531250180175784E-5;176;3.375000052734376E-5|2.5734375402099615E-5;8.859375138427737E-6|1.2093750188964847E-5
935673758;53781.53;59.40;13.49;303;171;31;104;805511;-9;-8;3.487500054492188E-5|2.0531250320800787E-5;8.015625125244143E-6|1.1250000175781253E-5;184;3.529687555151368E-5|2.1937500342773442E-5;8.296875129638674E-6|1.1812500184570315E-5
935673759;53795.09;59.40;13.54;335;172;31;104;805846;-9;-8;3.262500050976563E-5|2.0953125327392582E-5;8.296875129638674E-6|1.1250000175781253E-5;179;3.346875052294923E-5|2.137500033398438E-5;9.000000140625001E-6|1.2234375191162112E-5
935673760;53808.66;59.40;13.52;279;172;31;105;806125;-5;-8;3.262500050976563E-5|2.0953125327392582E-5;8.296875129638674E-6|1.1250000175781253E-5;183;3.346875052294923E-5|2.137500033398438E-5;9.000000140625001E-6|1.2234375191162112E-5
935673761;53822.28;59.40;13.56;258;173;31;106;806383;-5;-8;3.360937552514649E-5|2.0250000316406255E-5;7.875000123046877E-6|1.1953125186767581E-5;178;3.501562554711915E-5|2.137500033398438E-5;8.296875129638674E-6|1.2375000193359378E-5
935673762;53835.88;59.40;13.59;229;174;31;105;806612;-6;-8;3.360937552514649E-5|2.0250000316406255E-5;7.875000123046877E-6|1.1953125186767581E-5;177;3.557812555590821E-5|2.0812500325195316E-5;7.45312511645508E-6|1.1953125186767581E-5
935673763;53849.52;59.40;13.59;212;174;31;105;806824;-3;-8;3.360937552514649E-5|2.0250000316406255E-5;7.875000123046877E-6|1.1953125186767581E-5;178;3.557812555590821E-5|2.0812500325195316E-5;7.45312511645508E-6|1.1953125186767581E-5
935673764;53863.12;59.40;13.54;206;175;31;105;807030;-3;-8;3.5156250549316415E-5|2.010937531420899E-5;7.312500114257814E-6|1.1812500184570315E-5;177;3.571875055810548E-5|2.0250000316406255E-5;8.156250127441408E-6|1.2515625195556644E-5
935673765;53876.71;59.40;13.54;193;175;31;107;807223;-3;-8;3.571875055810548E-5|2.0671875322998053E-5;7.031250109863283E-6|1.1250000175781253E-5;178;3.487500054492188E-5|2.1656250338378913E-5;8.578125134033205E-6|1.2796875199951175E-5
935673766;53890.25;59.40;13.46;170;175;31;104;807393;-5;-7;3.571875055810548E-5|2.0671875322998053E-5;7.031250109863283E-6|1.1250000175781253E-5;178;3.487500054492188E-5|2.1656250338378913E-5;8.578125134033205E-6|1.2796875199951175E-5
935673767;53903.73;59.60;13.44;165;175;31;105;807558;-5;-7;3.571875055810548E-5|2.0671875322998053E-5;7.031250109863283E-6|1.1250000175781253E-5;179;3.557812555590821E-5|2.0531250320800787E-5;7.5937501186523455E-6|1.2515625195556644E-5
935673768;53917.11;59.60;13.30;169;175;31;103;807727;-6;-6;3.571875055810548E-5|2.0531250320800787E-5;7.45312511645508E-6|1.1953125186767581E-5;175;3.529687555151368E-5|1.9265625301025395E-5;7.5937501186523455E-6|1.1953125186767581E-5
935673769;53930.43;59.60;13.31;218;175;31;104;807945;-7;-6;3.431250053613282E-5|2.0812500325195316E-5;7.875000123046877E-6|1.2375000193359378E-5;178;3.529687555151368E-5|1.9265625301025395E-5;7.5937501186523455E-6|1.1953125186767581E-5
935673770;53943.74;59.80;13.30;245;175;31;103;808190;-5;-5;3.431250053613282E-5|2.0812500325195316E-5;7.875000123046877E-6|1.2375000193359378E-5;181;3.445312553833009E-5|2.264062535375977E-5;8.71875013623047E-6|1.3078125204345707E-5
935673771;53956.99;59.80;13.13;115;175;31;103;808190;-5;-5;3.431250053613282E-5|2.0812500325195316E-5;6.890625107666017E-6|1.1109375173583987E-5;183;3.501562554711915E-5|2.2218750347167974E-5;8.71875013623047E-6|1.2796875199951175E-5
935673772;53970.02;59.80;12.92;115;175;31;52;808420;-1;6;2.8125000439453133E-5|2.039062531860352E-5;1.068750016699219E-5|1.2093750188964847E-5;228;3.501562554711915E-5|2.2218750347167974E-5;8.71875013623047E-6|1.2796875199951175E-5
935673773;53982.95;59.80;12.92;274;174;31;110;808694;-7;-3;2.8125000439453133E-5|2.039062531860352E-5;1.068750016699219E-5|1.2093750188964847E-5;179;3.501562554711915E-5|2.2218750347167974E-5;8.71875013623047E-6|1.2796875199951175E-5
935673774;53995.9;59.80;12.89;311;174;31;109;809005;-7;-3;3.375000052734376E-5|2.0812500325195316E-5;7.875000123046877E-6|1.1812500184570315E-5;180;3.360937552514649E-5|2.235937534936524E-5;8.296875129638674E-6|1.2515625195556644E-5
935673775;54008.79;59.80;12.83;336;174;31;107;809341;-7;-3;3.23437505053711E-5|2.109375032958985E-5;6.609375103271486E-6|1.1250000175781253E-5;182;3.360937552514649E-5|2.3484375366943367E-5;8.859375138427737E-6|1.2515625195556644E-5
935673776;54021.71;59.80;12.90;313;173;31;98;809654;-7;-5;3.346875052294923E-5|2.2078125344970708E-5;7.734375120849611E-6|1.167187518237305E-5;176;3.375000052734376E-5|2.3765625371337896E-5;9.281250145019534E-6|1.265625019775391E-5
935673777;54034.69;60.00;12.97;323;173;31;106;809977;-7;-5;3.346875052294923E-5|2.2078125344970708E-5;7.734375120849611E-6|1.167187518237305E-5;180;3.375000052734376E-5|2.3765625371337896E-5;9.281250145019534E-6|1.265625019775391E-5
935673778;54047.71;60.00;12.98;257;174;31;107;810234;-4;-8;3.262500050976563E-5|2.0671875322998053E-5;7.031250109863283E-6|1.1390625177978518E-5;180;3.445312553833009E-5|2.109375032958985E-5;8.578125134033205E-6|1.2375000193359378E-5
935673779;54060.72;60.00;13.02;151;173;31;107;810234;-4;-8;3.206250050097657E-5|2.039062531860352E-5;7.875000123046877E-6|1.1812500184570315E-5;179;3.445312553833009E-5|2.0812500325195316E-5;8.015625125244143E-6|1.2093750188964847E-5
935673780;54073.7;60.00;12.91;151;173;31;108;810536;-5;-4;3.206250050097657E-5|2.039062531860352E-5;7.875000123046877E-6|1.1812500184570315E-5;180;3.445312553833009E-5|2.0812500325195316E-5;8.015625125244143E-6|1.2093750188964847E-5
935673781;54086.54;60.00;12.75;143;173;31;106;810679;-4;-3;3.501562554711915E-5|2.010937531420899E-5;7.5937501186523455E-6|1.1953125186767581E-5;181;1.4062500219726565E-7|2.0812500325195316E-5;9.000000140625001E-6|1.2515625195556644E-5
935673782;54099.21;60.00;12.54;73;173;31;103;810752;-4;-3;1.265625019775391E-6|2.0671875322998053E-5;8.296875129638674E-6|1.2234375191162112E-5;173;3.571875055810548E-5|2.0250000316406255E-5;7.5937501186523455E-6|1.2234375191162112E-5
935673783;54111.68;60.00;12.33;97;172;31;113;810849;-5;-3;1.265625019775391E-6|2.0671875322998053E-5;8.296875129638674E-6|1.2234375191162112E-5;168;3.571875055810548E-5|2.0250000316406255E-5;7.5937501186523455E-6|1.2234375191162112E-5
935673784;54123.93;60.00;12.13;0;172;31;113;810849;-5;-3;1.265625019775391E-6|2.0671875322998053E-5;8.296875129638674E-6|1.2234375191162112E-5;168;2.2500000351562503E-6|1.7296875270263675E-5;8.43750013183594E-6|1.265625019775391E-5
935673785;54135.97;60.20;11.97;0;171;31;113;810849;-5;-3;1.265625019775391E-6|2.0671875322998053E-5;8.296875129638674E-6|1.2234375191162112E-5;168;2.2500000351562503E-6|1.7296875270263675E-5;8.43750013183594E-6|1.265625019775391E-5
935673786;54147.73;60.20;11.57;0;170;31;0;810849;-5;-3;1.265625019775391E-6|2.0671875322998053E-5;8.296875129638674E-6|1.2234375191162112E-5;168;2.2500000351562503E-6|1.7296875270263675E-5;8.43750013183594E-6|1.265625019775391E-5
935673787;54158.94;60.40;10.90;0;170;31;0;810849;-5;-3;1.265625019775391E-6|2.0671875322998053E-5;8.296875129638674E-6|1.2234375191162112E-5;168;2.2500000351562503E-6|1.7296875270263675E-5;8.43750013183594E-6|1.265625019775391E-5
935673788;54169.44;60.40;10.30;0;170;31;0;810849;-5;-3;1.265625019775391E-6|2.0671875322998053E-5;8.296875129638674E-6|1.2234375191162112E-5;168;2.2500000351562503E-6|1.7296875270263675E-5;8.43750013183594E-6|1.265625019775391E-5
935673789;54179.58;60.40;10.04;12;170;31;11;810861;5;5;1.265625019775391E-6|2.0671875322998053E-5;8.296875129638674E-6|1.2234375191162112E-5;228;2.2500000351562503E-6|1.7296875270263675E-5;8.43750013183594E-6|1.265625019775391E-5
935673790;54189.51;60.60;9.95;68;170;31;81;810929;-5;2;1.265625019775391E-6|2.0671875322998053E-5;8.296875129638674E-6|1.2234375191162112E-5;157;2.2500000351562503E-6|1.7296875270263675E-5;8.43750013183594E-6|1.265625019775391E-5
935673791;54199.43;60.80;9.98;179;170;31;93;811108;-5;-2;0.0|2.010937531420899E-5;8.296875129638674E-6|1.2093750188964847E-5;174;2.2500000351562503E-6|1.7296875270263675E-5;8.43750013183594E-6|1.265625019775391E-5
935673792;54209.34;61.00;9.99;263;169;31;95;811371;-5;-2;0.0|2.010937531420899E-5;8.296875129638674E-6|1.2093750188964847E-5;179;3.571875055810548E-5|2.235937534936524E-5;1.0125000158203127E-5|1.265625019775391E-5
935673793;54219.26;61.00;9.97;169;170;31;94;811540;-5;-3;3.332812552075196E-5|2.3765625371337896E-5;6.890625107666017E-6|1.1531250180175784E-5;185;9.843750153808596E-7|2.0953125327392582E-5;8.156250127441408E-6|1.265625019775391E-5
935673794;54228.92;61.00;9.87;295;170;31;98;811835;-2;-1;3.332812552075196E-5|2.3765625371337896E-5;6.890625107666017E-6|1.1531250180175784E-5;185;9.843750153808596E-7|2.0953125327392582E-5;8.156250127441408E-6|1.265625019775391E-5
935673795;54238.78;61.00;10.22;348;170;31;94;812183;-2;-1;3.501562554711915E-5|2.0812500325195316E-5;8.015625125244143E-6|1.167187518237305E-5;169;3.487500054492188E-5|2.531250039550782E-5;8.578125134033205E-6|1.1812500184570315E-5
935673796;54249.21;61.20;10.63;481;170;31;101;812664;-11;-3;3.3187500518554695E-5|2.2921875358154302E-5;8.296875129638674E-6|1.1812500184570315E-5;184;3.487500054492188E-5|2.531250039550782E-5;8.578125134033205E-6|1.1812500184570315E-5
935673797;54259.8;61.40;10.83;427;170;31;104;813091;-11;-3;3.304687551635743E-5|2.7703125432861335E-5;8.43750013183594E-6|1.1250000175781253E-5;182;3.487500054492188E-5|2.531250039550782E-5;8.578125134033205E-6|1.1812500184570315E-5
935673798;54270.78;61.40;11.11;286;171;31;99;813377;-10;-5;3.304687551635743E-5|2.7703125432861335E-5;8.43750013183594E-6|1.1250000175781253E-5;179;3.3187500518554695E-5|2.657812541528321E-5;8.43750013183594E-6|1.2093750188964847E-5
935673799;54281.89;61.40;11.15;255;171;31;105;813632;-7;2;3.501562554711915E-5|2.0671875322998053E-5;8.578125134033205E-6|1.293750020214844E-5;177;3.346875052294923E-5|2.362500036914063E-5;7.875000123046877E-6|1.2375000193359378E-5
935673800;54292.94;61.40;10.99;191;172;31;105;813823;-5;7;1.4062500219726565E-7|2.1656250338378913E-5;6.750000105468752E-6|1.1250000175781253E-5;177;3.346875052294923E-5|2.362500036914063E-5;7.875000123046877E-6|1.2375000193359378E-5
935673801;54303.95;61.40;11.04;394;173;31;108;814217;-11;-2;1.4062500219726565E-7|2.1656250338378913E-5;6.750000105468752E-6|1.1250000175781253E-5;172;3.5156250549316415E-5|2.235937534936524E-5;7.312500114257814E-6|1.2093750188964847E-5
935673802;54315.16;61.40;11.32;423;173;31;93;814640;-11;-2;3.3187500518554695E-5|2.5031250391113288E-5;7.312500114257814E-6|1.167187518237305E-5;172;3.360937552514649E-5|2.6156250408691414E-5;7.45312511645508E-6|1.1812500184570315E-5
935673803;54326.71;61.40;11.76;557;173;31;112;815197;-10;-3;3.501562554711915E-5|2.235937534936524E-5;7.171875112060549E-6|1.0546875164794924E-5;177;0.0|2.1796875340576176E-5;1.068750016699219E-5|1.2515625195556644E-5
935673804;54338.48;61.40;11.91;0;173;31;112;815197;-7;-7;7.031250109863283E-6|2.235937534936524E-5;1.3640625213134768E-5|1.3781250215332034E-5;183;0.0|2.1796875340576176E-5;1.068750016699219E-5|1.2515625195556644E-5
935673805;54350.22;61.60;11.49;0;173;31;112;815197;-7;-7;7.031250109863283E-6|2.235937534936524E-5;1.3640625213134768E-5|1.3781250215332034E-5;183;0.0|2.1796875340576176E-5;1.068750016699219E-5|1.2515625195556644E-5
935673806;54361.66;61.60;11.30;0;172;31;0;815197;-7;-7;7.031250109863283E-6|2.235937534936524E-5;1.3640625213134768E-5|1.3781250215332034E-5;183;0.0|2.1796875340576176E-5;1.068750016699219E-5|1.2515625195556644E-5
935673807;54372.95;61.40;11.28;71;172;31;44;815339;-30;-7;7.031250109863283E-6|2.235937534936524E-5;1.3640625213134768E-5|1.3781250215332034E-5;205;2.7140625424072274E-5|2.2078125344970708E-5;9.843750153808597E-6|1.2515625195556644E-5
935673808;54384.29;61.40;11.35;296;172;31;90;815635;-9;-1;7.031250109863283E-6|2.235937534936524E-5;1.3640625213134768E-5|1.3781250215332034E-5;179;2.7140625424072274E-5|2.2078125344970708E-5;9.843750153808597E-6|1.2515625195556644E-5
935673809;54395.73;61.60;11.53;417;172;31;106;816052;-10;-6;7.031250109863283E-6|2.235937534936524E-5;1.3640625213134768E-5|1.3781250215332034E-5;178;3.571875055810548E-5|2.432812538012696E-5;7.312500114257814E-6|1.1109375173583987E-5
935673810;54407.23;61.80;11.66;384;171;31;106;816436;-10;-6;3.487500054492188E-5|2.264062535375977E-5;7.171875112060549E-6|1.0968750171386721E-5;182;3.445312553833009E-5|2.489062538891602E-5;8.015625125244143E-6|1.1953125186767581E-5
935673811;54418.88;61.60;11.74;389;171;31;105;816825;-8;-7;3.487500054492188E-5|2.264062535375977E-5;7.171875112060549E-6|1.0968750171386721E-5;182;3.445312553833009E-5|2.489062538891602E-5;8.015625125244143E-6|1.1953125186767581E-5
935673812;54430.62;61.80;11.77;414;171;31;105;817239;-8;-7;2.9671875463623055E-5|2.0812500325195316E-5;8.156250127441408E-6|1.1531250180175784E-5;182;3.290625051416016E-5|2.33437503647461E-5;8.71875013623047E-6|1.2093750188964847E-5
935673813;54442.36;62.00;11.73;348;171;31;103;817587;-8;-7;3.206250050097657E-5|2.235937534936524E-5;8.015625125244143E-6|1.1250000175781253E-5;182;3.375000052734376E-5|2.362500036914063E-5;8.296875129638674E-6|1.2796875199951175E-5
935673814;54454.25;62.00;11.86;423;172;31;106;818010;-9;-6;2.9953125468017587E-5|2.9390625459228522E-5;7.171875112060549E-6|1.1953125186767581E-5;181;3.2203125503173836E-5|2.559375039990235E-5;8.71875013623047E-6|1.2234375191162112E-5
935673815;54466.29;62.20;12.02;407;172;31;107;818417;-6;-7;2.9953125468017587E-5|2.9390625459228522E-5;7.171875112060549E-6|1.1953125186767581E-5;182;3.164062549438477E-5|2.3906250373535162E-5;8.43750013183594E-6|1.2093750188964847E-5
935673816;54478.51;62.20;12.26;410;172;31;110;818827;-3;-6;3.0234375472412116E-5|2.1515625336181647E-5;7.5937501186523455E-6|1.1812500184570315E-5;180;3.164062549438477E-5|2.3906250373535162E-5;8.43750013183594E-6|1.2093750188964847E-5
935673817;54490.94;62.20;12.36;381;172;31;115;819208;-4;-6;3.0234375472412116E-5|2.1515625336181647E-5;7.5937501186523455E-6|1.1812500184570315E-5;182;3.304687551635743E-5|2.2078125344970708E-5;8.296875129638674E-6|1.2093750188964847E-5
935673818;54503.41;62.40;12.44;284;173;31;102;819492;-6;-6;3.0234375472412116E-5|2.1515625336181647E-5;7.5937501186523455E-6|1.1812500184570315E-5;178;3.304687551635743E-5|2.2078125344970708E-5;8.296875129638674E-6|1.2093750188964847E-5
935673819;54516.03;62.40;12.47;245;173;31;104;819737;-5;-6;3.206250050097657E-5|2.0671875322998053E-5;7.5937501186523455E-6|1.167187518237305E-5;181;3.5156250549316415E-5|2.0812500325195316E-5;8.578125134033205E-6|1.2515625195556644E-5
935673820;54528.73;62.20;12.57;324;173;31;105;820061;-5;-6;3.3187500518554695E-5|2.0531250320800787E-5;6.750000105468752E-6|1.1390625177978518E-5;179;3.360937552514649E-5|2.137500033398438E-5;8.296875129638674E-6|1.2515625195556644E-5
935673821;54541.54;62.40;12.68;354;173;31;106;820415;-5;-8;3.1359375489990245E-5|2.109375032958985E-5;6.890625107666017E-6|1.167187518237305E-5;179;3.375000052734376E-5|2.5171875393310554E-5;8.296875129638674E-6|1.2234375191162112E-5
935673822;54554.46;62.60;12.89;394;174;31;107;820809;-5;-7;3.1359375489990245E-5|2.109375032958985E-5;6.890625107666017E-6|1.167187518237305E-5;179;3.375000052734376E-5|2.5171875393310554E-5;8.296875129638674E-6|1.2234375191162112E-5
935673823;54567.53;62.60;12.99;351;174;31;107;821160;-7;-7;2.9953125468017587E-5|2.1937500342773442E-5;7.734375120849611E-6|1.1953125186767581E-5;180;3.27656255119629E-5|2.1796875340576176E-5;8.578125134033205E-6|1.2234375191162112E-5
935673824;54580.65;62.80;12.98;340;174;31;108;821500;-7;-6;3.290625051416016E-5|2.0812500325195316E-5;7.312500114257814E-6|1.167187518237305E-5;179;3.346875052294923E-5|2.137500033398438E-5;8.71875013623047E-6|1.2375000193359378E-5
935673825;54593.82;63.00;12.96;336;175;31;108;821836;-7;-6;3.290625051416016E-5|2.0812500325195316E-5;7.312500114257814E-6|1.167187518237305E-5;184;3.346875052294923E-5|2.137500033398438E-5;8.71875013623047E-6|1.2375000193359378E-5
935673826;54606.89;63.00;12.90;305;175;32;109;822141;-7;-6;3.178125049658204E-5|2.1234375331787115E-5;7.5937501186523455E-6|1.1812500184570315E-5;180;3.332812552075196E-5|2.1234375331787115E-5;8.578125134033205E-6|1.2093750188964847E-5
935673827;54619.9;62.80;12.92;261;175;32;106;822402;-7;-6;3.262500050976563E-5|2.0250000316406255E-5;8.156250127441408E-6|1.2093750188964847E-5;181;3.332812552075196E-5|2.1234375331787115E-5;8.578125134033205E-6|1.2093750188964847E-5
935673828;54633.05;63.20;13.06;366;176;32;106;822768;-9;-6;3.262500050976563E-5|2.0250000316406255E-5;8.156250127441408E-6|1.2093750188964847E-5;181;3.332812552075196E-5|2.1234375331787115E-5;8.578125134033205E-6|1.2093750188964847E-5
935673829;54646.19;63.00;12.99;258;176;32;101;823026;-9;-6;3.0375000474609382E-5|2.362500036914063E-5;7.875000123046877E-6|1.2234375191162112E-5;185;3.360937552514649E-5|2.3203125362548834E-5;8.71875013623047E-6|1.3359375208740238E-5
935673830;54659.39;63.20;13.19;385;176;32;102;823411;-6;-7;3.431250053613282E-5|2.137500033398438E-5;7.875000123046877E-6|1.1250000175781253E-5;180;3.5156250549316415E-5|2.5171875393310554E-5;9.000000140625001E-6|1.265625019775391E-5
935673831;54672.78;63.40;13.30;325;176;32;103;823736;-5;-6;3.431250053613282E-5|2.137500033398438E-5;7.875000123046877E-6|1.1250000175781253E-5;184;3.473437554272462E-5|2.3062500360351568E-5;9.140625142822268E-6|1.2234375191162112E-5
935673832;54686.25;63.40;13.34;235;177;32;104;823971;-5;-7;3.543750055371095E-5|2.109375032958985E-5;8.015625125244143E-6|1.1953125186767581E-5;176;3.431250053613282E-5|2.109375032958985E-5;8.71875013623047E-6|1.2093750188964847E-5
935673833;54699.77;63.60;13.41;243;177;32;104;824214;-7;-6;3.543750055371095E-5|2.109375032958985E-5;8.015625125244143E-6|1.1953125186767581E-5;179;3.431250053613282E-5|2.109375032958985E-5;8.71875013623047E-6|1.2093750188964847E-5
935673834;54713.37;63.60;13.37;193;177;32;103;824407;-7;-6;3.459375054052735E-5|2.109375032958985E-5;7.875000123046877E-6|1.2234375191162112E-5;179;3.529687555151368E-5|2.039062531860352E-5;8.43750013183594E-6|1.2375000193359378E-5
935673835;54726.89;63.80;13.34;136;177;32;104;824543;-6;-7;3.459375054052735E-5|2.109375032958985E-5;7.875000123046877E-6|1.2234375191162112E-5;179;0.0|2.0812500325195316E-5;8.43750013183594E-6|1.2515625195556644E-5
935673836;54740.33;64.20;13.30;182;177;32;103;824725;-6;-5;3.571875055810548E-5|2.010937531420899E-5;7.312500114257814E-6|1.1531250180175784E-5;179;0.0|2.0812500325195316E-5;8.43750013183594E-6|1.2515625195556644E-5
935673837;54753.81;64.60;13.31;199;177;32;102;824924;-6;-5;3.543750055371095E-5|2.0531250320800787E-5;7.875000123046877E-6|1.1953125186767581E-5;191;3.5156250549316415E-5|2.1515625336181647E-5;8.015625125244143E-6|1.2796875199951175E-5
935673838;54767.21;64.80;13.28;179;177;32;104;825103;8;-3;2.812500043945313E-7|2.0671875322998053E-5;7.45312511645508E-6|1.167187518237305E-5;180;5.625000087890626E-7|2.0671875322998053E-5;7.45312511645508E-6|1.293750020214844E-5
935673839;54780.54;64.80;13.27;170;177;32;102;825273;-7;-4;2.812500043945313E-7|2.0671875322998053E-5;7.45312511645508E-6|1.167187518237305E-5;180;5.625000087890626E-7|2.0671875322998053E-5;7.45312511645508E-6|1.293750020214844E-5
935673840;54793.94;64.80;13.24;141;176;32;106;825414;-7;-4;3.543750055371095E-5|2.0671875322998053E-5;7.45312511645508E-6|1.1531250180175784E-5;181;3.571875055810548E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2375000193359378E-5
935673841;54807.25;64.80;13.15;150;176;32;103;825564;-4;-4;5.625000087890626E-7|2.0671875322998053E-5;8.296875129638674E-6|1.1953125186767581E-5;179;4.21875006591797E-7|2.109375032958985E-5;7.312500114257814E-6|1.1953125186767581E-5
935673842;54820.43;64.80;13.03;180;176;32;101;825744;-8;-4;0.0|2.0250000316406255E-5;7.45312511645508E-6|1.1531250180175784E-5;181;4.21875006591797E-7|2.109375032958985E-5;7.312500114257814E-6|1.1953125186767581E-5
935673843;54833.51;64.80;13.06;180;176;32;102;825924;-11;-6;0.0|2.0250000316406255E-5;7.45312511645508E-6|1.1531250180175784E-5;179;3.529687555151368E-5|2.109375032958985E-5;7.734375120849611E-6|1.265625019775391E-5
935673844;54846.59;64.80;13.03;149;175;32;101;826073;-10;-6;0.0|2.0531250320800787E-5;7.5937501186523455E-6|1.1812500184570315E-5;178;4.21875006591797E-7|2.1234375331787115E-5;7.031250109863283E-6|1.2375000193359378E-5
935673845;54859.73;64.80;13.03;198;174;32;101;826271;-9;-6;5.625000087890626E-7|2.0531250320800787E-5;8.015625125244143E-6|1.167187518237305E-5;179;4.21875006591797E-7|2.1234375331787115E-5;7.031250109863283E-6|1.2375000193359378E-5
935673846;54872.87;64.80;13.10;221;174;32;101;826492;4;-6;5.625000087890626E-7|2.0531250320800787E-5;8.015625125244143E-6|1.167187518237305E-5;183;3.571875055810548E-5|2.0953125327392582E-5;7.5937501186523455E-6|1.2515625195556644E-5
935673847;54886.08;64.80;13.16;225;173;32;103;826717;4;-6;3.473437554272462E-5|2.0250000316406255E-5;7.031250109863283E-6|1.1531250180175784E-5;180;3.571875055810548E-5|2.0953125327392582E-5;7.5937501186523455E-6|1.2515625195556644E-5
935673848;54899.28;64.80;13.20;268;173;32;102;826985;4;-6;3.473437554272462E-5|2.1796875340576176E-5;7.5937501186523455E-6|1.2093750188964847E-5;183;3.543750055371095E-5|2.1234375331787115E-5;7.171875112060549E-6|1.2515625195556644E-5
935673849;54912.65;64.80;13.31;290;172;32;106;827275;4;-6;3.473437554272462E-5|2.0953125327392582E-5;7.171875112060549E-6|1.1531250180175784E-5;184;3.473437554272462E-5|2.2078125344970708E-5;8.296875129638674E-6|1.1953125186767581E-5
935673850;54926.03;64.80;13.35;229;172;32;104;827504;-5;-5;3.473437554272462E-5|2.0953125327392582E-5;7.171875112060549E-6|1.1531250180175784E-5;178;3.473437554272462E-5|2.2078125344970708E-5;8.296875129638674E-6|1.1953125186767581E-5
935673851;54939.44;64.80;13.37;180;172;32;104;827684;-5;-5;3.360937552514649E-5|2.0250000316406255E-5;7.5937501186523455E-6|1.1531250180175784E-5;179;3.543750055371095E-5|2.0671875322998053E-5;8.296875129638674E-6|1.2375000193359378E-5
935673852;54952.85;64.80;13.34;187;172;32;104;827871;-9;-6;3.360937552514649E-5|2.0250000316406255E-5;7.5937501186523455E-6|1.1531250180175784E-5;177;3.557812555590821E-5|2.1515625336181647E-5;8.71875013623047E-6|1.293750020214844E-5
935673853;54966.26;64.80;13.38;238;172;32;104;828109;-9;-5;3.360937552514649E-5|2.0250000316406255E-5;7.5937501186523455E-6|1.1531250180175784E-5;175;3.557812555590821E-5|2.1515625336181647E-5;8.71875013623047E-6|1.293750020214844E-5
