timestamp[s];distance[m];altitude[m];speed[m/s];power[watts];heart_rate[bpm];temperature[C];cadence[rpm];accumulated_power[watts];left_pco[mm];right_pco[mm];right_power_phase[degrees];right_power_phase_peak[degrees];left_right_balance;left_power_phase[degrees];left_power_phase_peak[degrees]
935677378;95267.06;66.00;11.73;24;157;31;99;1386625;-7;-6;7.031250109863283E-7|2.0250000316406255E-5;6.750000105468752E-6|1.1250000175781253E-5;179;0.0|2.1937500342773442E-5;7.031250109863283E-6|1.1953125186767581E-5
935677379;95278.7;66.00;11.60;24;157;31;99;1386625;-7;-6;7.031250109863283E-7|2.0250000316406255E-5;6.750000105468752E-6|1.1250000175781253E-5;179;0.0|2.1937500342773442E-5;7.031250109863283E-6|1.1953125186767581E-5
935677380;95290.26;66.00;11.55;26;157;31;26;1386699;7;-6;7.031250109863283E-7|2.0250000316406255E-5;6.750000105468752E-6|1.1250000175781253E-5;179;0.0|2.1796875340576176E-5;7.734375120849611E-6|1.265625019775391E-5
935677381;95301.78;66.00;11.54;171;156;31;100;1386870;-9;-3;7.031250109863283E-7|2.0250000316406255E-5;6.750000105468752E-6|1.1250000175781253E-5;183;0.0|2.1796875340576176E-5;7.734375120849611E-6|1.265625019775391E-5
935677382;95313.28;66.00;11.54;87;157;31;95;1386957;-4;-3;0.0|1.940625030322266E-5;8.156250127441408E-6|1.2093750188964847E-5;181;8.43750013183594E-7|2.0812500325195316E-5;7.5937501186523455E-6|1.293750020214844E-5
935677383;95324.82;66.00;11.49;90;156;31;95;1387047;-4;-3;1.4062500219726567E-6|2.010937531420899E-5;6.46875010107422E-6|1.068750016699219E-5;179;8.43750013183594E-7|2.0812500325195316E-5;7.5937501186523455E-6|1.265625019775391E-5
935677384;95336.34;66.00;11.49;130;156;31;97;1387177;14;-3;1.8281250285644535E-6|2.0250000316406255E-5;7.734375120849611E-6|1.2234375191162112E-5;179;0.0|2.1234375331787115E-5;7.171875112060549E-6|1.2093750188964847E-5
935677385;95347.86;66.00;11.51;123;157;31;96;1387300;11;-3;1.8281250285644535E-6|2.0250000316406255E-5;7.734375120849611E-6|1.2234375191162112E-5;178;0.0|2.1234375331787115E-5;7.171875112060549E-6|1.2093750188964847E-5
935677386;95359.46;65.80;11.59;135;156;31;96;1387435;11;-3;9.843750153808596E-7|2.0250000316406255E-5;7.171875112060549E-6|1.2093750188964847E-5;176;3.557812555590821E-5|2.0531250320800787E-5;7.45312511645508E-6|1.2375000193359378E-5
935677387;95371.08;65.80;11.63;111;156;31;98;1387546;5;-4;1.4062500219726567E-6|2.0671875322998053E-5;7.734375120849611E-6|1.2234375191162112E-5;179;2.812500043945313E-7|2.0531250320800787E-5;8.156250127441408E-6|1.2796875199951175E-5
935677388;95382.74;65.80;11.71;161;156;31;104;1387707;-3;-3;1.4062500219726567E-6|2.0671875322998053E-5;7.734375120849611E-6|1.2234375191162112E-5;175;2.812500043945313E-7|2.0531250320800787E-5;8.156250127441408E-6|1.2796875199951175E-5
935677389;95394.48;65.80;11.75;137;156;31;89;1387844;-4;-3;9.843750153808596E-7|1.982812530981446E-5;8.578125134033205E-6|1.2375000193359378E-5;175;3.543750055371095E-5|2.0812500325195316E-5;7.5937501186523455E-6|1.2234375191162112E-5
935677390;95406.24;65.80;11.79;170;156;31;94;1388014;-4;-3;9.843750153808596E-7|1.9968750312011722E-5;7.5937501186523455E-6|1.2093750188964847E-5;175;3.543750055371095E-5|2.039062531860352E-5;7.5937501186523455E-6|1.2093750188964847E-5
935677391;95418.12;65.80;11.91;152;157;31;92;1388166;-6;-5;9.843750153808596E-7|1.9968750312011722E-5;7.5937501186523455E-6|1.2093750188964847E-5;175;3.543750055371095E-5|2.039062531860352E-5;7.5937501186523455E-6|1.2093750188964847E-5
935677392;95430.04;65.80;11.97;154;157;31;93;1388320;-6;-5;9.843750153808596E-7|1.9968750312011722E-5;7.5937501186523455E-6|1.2093750188964847E-5;177;0.0|2.137500033398438E-5;7.5937501186523455E-6|1.265625019775391E-5
935677393;95442.04;65.80;12.02;118;158;31;93;1388438;-6;-6;0.0|1.982812530981446E-5;7.875000123046877E-6|1.2375000193359378E-5;177;3.529687555151368E-5|2.1234375331787115E-5;8.015625125244143E-6|1.265625019775391E-5
935677394;95454.02;65.60;12.09;128;159;31;93;1388566;-5;-6;4.21875006591797E-7|1.9687500307617193E-5;8.015625125244143E-6|1.1953125186767581E-5;175;2.812500043945313E-7|2.039062531860352E-5;7.875000123046877E-6|1.2375000193359378E-5
935677395;95466.12;65.60;12.10;146;159;31;95;1388712;-6;-6;3.529687555151368E-5|1.9546875305419927E-5;7.875000123046877E-6|1.2093750188964847E-5;178;2.812500043945313E-7|2.039062531860352E-5;7.875000123046877E-6|1.2375000193359378E-5
935677396;95478.24;65.60;12.19;192;159;31;95;1388904;-7;-7;3.529687555151368E-5|1.9546875305419927E-5;7.875000123046877E-6|1.2093750188964847E-5;173;2.812500043945313E-7|2.039062531860352E-5;7.875000123046877E-6|1.2375000193359378E-5
935677397;95490.42;65.60;12.25;105;159;31;99;1389009;-7;-5;3.571875055810548E-5|1.9687500307617193E-5;8.71875013623047E-6|1.265625019775391E-5;173;3.571875055810548E-5|2.0671875322998053E-5;7.5937501186523455E-6|1.2234375191162112E-5
935677398;95502.66;65.40;12.24;103;160;31;103;1389112;-5;0;3.571875055810548E-5|1.9687500307617193E-5;8.71875013623047E-6|1.265625019775391E-5;174;8.43750013183594E-7|2.0250000316406255E-5;7.171875112060549E-6|1.2093750188964847E-5
935677399;95514.88;65.40;12.17;59;159;31;92;1389171;-5;0;0.0|2.010937531420899E-5;7.734375120849611E-6|1.2234375191162112E-5;173;8.43750013183594E-7|2.0250000316406255E-5;7.171875112060549E-6|1.2093750188964847E-5
935677400;95527.06;65.40;12.11;38;160;31;78;1389209;-5;0;0.0|2.010937531420899E-5;7.734375120849611E-6|1.2234375191162112E-5;169;7.031250109863283E-7|1.8984375296630863E-5;8.296875129638674E-6|1.2375000193359378E-5
935677401;95539.1;65.40;11.87;0;159;31;78;1389209;-3;1;0.0|2.010937531420899E-5;7.734375120849611E-6|1.2234375191162112E-5;228;7.031250109863283E-7|1.8984375296630863E-5;8.296875129638674E-6|1.2375000193359378E-5
935677402;95550.78;65.20;11.41;0;158;31;78;1389209;-3;1;0.0|2.010937531420899E-5;7.734375120849611E-6|1.2234375191162112E-5;228;7.031250109863283E-7|1.8984375296630863E-5;8.296875129638674E-6|1.2375000193359378E-5
935677403;95562.06;65.20;11.09;0;158;31;0;1389209;-3;1;0.0|2.010937531420899E-5;7.734375120849611E-6|1.2234375191162112E-5;228;7.031250109863283E-7|1.8984375296630863E-5;8.296875129638674E-6|1.2375000193359378E-5
935677404;95562.06;65.00;11.09;0;157;31;0;1389209;-3;1;0.0|2.010937531420899E-5;7.734375120849611E-6|1.2234375191162112E-5;228;7.031250109863283E-7|1.8984375296630863E-5;8.296875129638674E-6|1.2375000193359378E-5
935677405;95583.34;65.00;10.71;11;156;31;24;1389242;3;3;0.0|2.010937531420899E-5;7.734375120849611E-6|1.2234375191162112E-5;228;7.031250109863283E-7|1.8984375296630863E-5;8.296875129638674E-6|1.2375000193359378E-5
935677406;95593.96;65.00;10.69;200;156;31;90;1389442;-6;8;0.0|2.010937531420899E-5;7.734375120849611E-6|1.2234375191162112E-5;159;7.031250109863283E-7|1.8984375296630863E-5;8.296875129638674E-6|1.2375000193359378E-5
935677407;95604.54;65.00;10.78;271;155;31;97;1389713;-9;-6;3.543750055371095E-5|2.489062538891602E-5;7.171875112060549E-6|1.0968750171386721E-5;178;2.531250039550782E-6|2.0531250320800787E-5;9.70312515161133E-6|1.2093750188964847E-5
935677408;95615.26;65.00;10.66;333;155;31;92;1390046;-11;-8;3.543750055371095E-5|2.489062538891602E-5;7.171875112060549E-6|1.0968750171386721E-5;174;2.531250039550782E-6|2.0531250320800787E-5;9.70312515161133E-6|1.2093750188964847E-5
935677409;95626.32;65.00;11.09;493;155;31;104;1390539;-9;-5;3.543750055371095E-5|2.489062538891602E-5;7.171875112060549E-6|1.0968750171386721E-5;179;3.543750055371095E-5|2.2921875358154302E-5;7.734375120849611E-6|1.1531250180175784E-5
935677410;95637.8;65.00;11.41;389;156;31;96;1390928;-9;-5;3.501562554711915E-5|2.0953125327392582E-5;9.281250145019534E-6|1.293750020214844E-5;179;1.9687500307617193E-6|2.2218750347167974E-5;1.0125000158203127E-5|1.1812500184570315E-5
935677411;95649.56;65.00;11.65;482;156;31;99;1391410;-9;-7;4.21875006591797E-7|2.1796875340576176E-5;9.984375156005861E-6|1.2375000193359378E-5;181;1.265625019775391E-6|2.2500000351562507E-5;1.0125000158203127E-5|1.1953125186767581E-5
935677412;95661.66;65.00;12.00;494;157;31;99;1391904;-10;-7;0.0|2.2078125344970708E-5;1.0546875164794924E-5|1.1531250180175784E-5;178;7.031250109863283E-7|2.2078125344970708E-5;1.0125000158203127E-5|1.265625019775391E-5
935677413;95674.06;65.00;12.31;435;159;31;103;1392339;-9;-7;0.0|2.2078125344970708E-5;1.0546875164794924E-5|1.1531250180175784E-5;180;7.031250109863283E-7|2.2078125344970708E-5;1.0125000158203127E-5|1.265625019775391E-5
935677414;95686.64;65.00;12.54;417;160;31;103;1392756;-8;-7;5.625000087890626E-7|2.137500033398438E-5;1.0265625160400394E-5|1.2375000193359378E-5;183;1.1250000175781252E-6|2.1937500342773442E-5;1.0546875164794924E-5|1.2515625195556644E-5
935677415;95699.38;65.00;12.46;72;161;31;103;1392756;-8;-7;5.625000087890626E-7|2.137500033398438E-5;1.0265625160400394E-5|1.2375000193359378E-5;183;1.1250000175781252E-6|2.1937500342773442E-5;1.0546875164794924E-5|1.2515625195556644E-5
935677416;95712.04;65.00;12.36;72;162;31;63;1392900;-5;-3;5.625000087890626E-7|2.137500033398438E-5;1.0265625160400394E-5|1.2375000193359378E-5;177;1.1250000175781252E-6|2.1937500342773442E-5;1.0546875164794924E-5|1.2515625195556644E-5
935677417;95724.6;65.00;12.34;193;163;31;101;1393093;-5;-4;0.0|2.010937531420899E-5;9.562500149414064E-6|1.2093750188964847E-5;176;3.529687555151368E-5|2.0671875322998053E-5;7.875000123046877E-6|1.265625019775391E-5
935677418;95737.14;65.00;12.32;180;164;31;95;1393273;-5;-4;3.360937552514649E-5|1.9687500307617193E-5;7.312500114257814E-6|1.1531250180175784E-5;177;3.501562554711915E-5|2.109375032958985E-5;7.875000123046877E-6|1.3218750206542971E-5
935677419;95749.64;65.20;12.28;223;164;31;95;1393496;-8;-6;3.360937552514649E-5|1.9687500307617193E-5;7.312500114257814E-6|1.1531250180175784E-5;177;3.501562554711915E-5|2.109375032958985E-5;7.875000123046877E-6|1.3218750206542971E-5
935677420;95762.06;65.20;12.32;271;165;31;99;1393767;-8;-6;3.4171875533935555E-5|2.137500033398438E-5;8.296875129638674E-6|1.265625019775391E-5;178;3.445312553833009E-5|2.3765625371337896E-5;7.875000123046877E-6|1.2234375191162112E-5
935677421;95774.56;65.20;12.35;274;165;31;103;1394041;-7;-5;3.4171875533935555E-5|2.264062535375977E-5;7.171875112060549E-6|1.1109375173583987E-5;179;3.445312553833009E-5|2.3765625371337896E-5;7.875000123046877E-6|1.2234375191162112E-5
935677422;95787.02;65.20;12.27;217;166;31;101;1394258;-7;-6;3.543750055371095E-5|2.0531250320800787E-5;8.296875129638674E-6|1.1953125186767581E-5;178;3.403125053173829E-5|2.109375032958985E-5;8.43750013183594E-6|1.265625019775391E-5
935677423;95799.38;65.40;12.20;197;166;31;102;1394455;-7;-5;3.543750055371095E-5|2.0531250320800787E-5;8.296875129638674E-6|1.1953125186767581E-5;178;3.557812555590821E-5|2.0953125327392582E-5;8.296875129638674E-6|1.1953125186767581E-5
935677424;95811.72;65.40;12.18;154;167;31;93;1394609;-7;-4;3.571875055810548E-5|2.039062531860352E-5;8.43750013183594E-6|1.2234375191162112E-5;176;3.557812555590821E-5|2.0953125327392582E-5;8.296875129638674E-6|1.1953125186767581E-5
935677425;95823.96;65.40;12.17;154;167;31;103;1394763;-7;-4;3.557812555590821E-5|1.982812530981446E-5;8.015625125244143E-6|1.265625019775391E-5;173;3.571875055810548E-5|2.1234375331787115E-5;8.156250127441408E-6|1.265625019775391E-5
935677426;95836.22;65.40;12.19;173;168;31;102;1394936;-6;-3;3.557812555590821E-5|1.982812530981446E-5;8.015625125244143E-6|1.265625019775391E-5;174;3.571875055810548E-5|2.1234375331787115E-5;8.156250127441408E-6|1.265625019775391E-5
935677427;95848.58;65.40;12.20;206;168;31;102;1395142;-6;-4;3.557812555590821E-5|1.982812530981446E-5;8.015625125244143E-6|1.265625019775391E-5;174;3.5156250549316415E-5|2.235937534936524E-5;8.43750013183594E-6|1.2796875199951175E-5
935677428;95860.86;65.60;12.22;220;168;31;102;1395362;-6;-4;3.487500054492188E-5|2.0671875322998053E-5;8.015625125244143E-6|1.2234375191162112E-5;177;3.5156250549316415E-5|2.235937534936524E-5;8.43750013183594E-6|1.2796875199951175E-5
935677429;95873.24;65.60;12.29;247;169;31;103;1395609;-6;-4;3.403125053173829E-5|2.0671875322998053E-5;7.5937501186523455E-6|1.1953125186767581E-5;177;3.529687555151368E-5|2.4187500377929694E-5;8.296875129638674E-6|1.2515625195556644E-5
935677430;95885.62;65.60;12.25;236;169;31;102;1395845;-4;-6;3.403125053173829E-5|2.0671875322998053E-5;7.5937501186523455E-6|1.1953125186767581E-5;176;3.529687555151368E-5|2.4187500377929694E-5;8.296875129638674E-6|1.2515625195556644E-5
935677431;95897.98;65.60;12.26;224;169;31;102;1396069;-9;-6;3.360937552514649E-5|2.0812500325195316E-5;8.015625125244143E-6|1.2234375191162112E-5;177;3.473437554272462E-5|2.235937534936524E-5;8.015625125244143E-6|1.265625019775391E-5
935677432;95910.32;66.00;12.24;152;169;31;102;1396221;-8;-6;3.543750055371095E-5|2.039062531860352E-5;7.5937501186523455E-6|1.1812500184570315E-5;179;0.0|2.0812500325195316E-5;8.578125134033205E-6|1.3078125204345707E-5
935677433;95922.6;66.20;12.16;129;169;31;100;1396350;-8;-3;3.543750055371095E-5|2.039062531860352E-5;7.5937501186523455E-6|1.1812500184570315E-5;178;0.0|2.0812500325195316E-5;8.578125134033205E-6|1.3078125204345707E-5
935677434;95934.8;66.20;12.10;154;169;31;101;1396504;-8;-4;9.843750153808596E-7|1.9968750312011722E-5;7.875000123046877E-6|1.2375000193359378E-5;176;2.812500043945313E-7|2.0671875322998053E-5;8.43750013183594E-6|1.2796875199951175E-5
935677435;95946.94;66.20;12.00;136;168;31;99;1396640;-8;-4;0.0|1.982812530981446E-5;8.156250127441408E-6|1.2515625195556644E-5;176;3.529687555151368E-5|2.0953125327392582E-5;8.296875129638674E-6|1.265625019775391E-5
935677436;95958.96;66.40;11.93;146;168;31;105;1396786;-7;-4;0.0|1.982812530981446E-5;8.156250127441408E-6|1.2515625195556644E-5;174;3.529687555151368E-5|2.0953125327392582E-5;8.296875129638674E-6|1.265625019775391E-5
935677437;95970.94;66.40;11.91;158;168;31;101;1396944;-7;-4;0.0|1.9968750312011722E-5;8.296875129638674E-6|1.1812500184570315E-5;175;3.529687555151368E-5|2.0671875322998053E-5;8.156250127441408E-6|1.2515625195556644E-5
935677438;95982.9;66.40;11.89;136;167;31;99;1397080;-6;-3;3.557812555590821E-5|1.940625030322266E-5;7.734375120849611E-6|1.265625019775391E-5;174;3.543750055371095E-5|2.0812500325195316E-5;8.71875013623047E-6|1.2515625195556644E-5
935677439;95994.82;66.40;11.85;143;167;31;100;1397223;-6;-5;9.843750153808596E-7|2.010937531420899E-5;8.578125134033205E-6|1.2234375191162112E-5;181;3.501562554711915E-5|2.1234375331787115E-5;8.156250127441408E-6|1.293750020214844E-5
935677440;96006.72;66.60;11.78;127;167;31;98;1397350;-3;-4;1.1250000175781252E-6|1.9968750312011722E-5;8.296875129638674E-6|1.2375000193359378E-5;181;3.571875055810548E-5|2.0671875322998053E-5;7.875000123046877E-6|1.293750020214844E-5
935677441;96018.54;66.60;11.67;98;167;31;100;1397448;-6;-5;1.1250000175781252E-6|1.9968750312011722E-5;8.296875129638674E-6|1.2375000193359378E-5;174;3.571875055810548E-5|2.0671875322998053E-5;7.875000123046877E-6|1.293750020214844E-5
935677442;96030.24;66.60;11.51;4;167;31;83;1397452;-2;-2;1.1250000175781252E-6|2.0250000316406255E-5;8.156250127441408E-6|1.265625019775391E-5;174;2.812500043945313E-7|1.9687500307617193E-5;8.015625125244143E-6|1.2796875199951175E-5
935677443;96041.7;66.80;11.31;67;166;31;90;1397519;-4;2;1.1250000175781252E-6|2.0250000316406255E-5;8.156250127441408E-6|1.265625019775391E-5;194;2.812500043945313E-7|1.9687500307617193E-5;8.015625125244143E-6|1.2796875199951175E-5
935677444;96052.96;66.80;11.08;25;166;31;85;1397544;-4;3;1.9687500307617193E-6|2.432812538012696E-5;8.578125134033205E-6|1.3359375208740238E-5;194;2.812500043945313E-7|1.9687500307617193E-5;8.015625125244143E-6|1.2796875199951175E-5
935677445;96063.92;66.80;10.81;24;165;31;67;1397544;-4;3;1.9687500307617193E-6|2.432812538012696E-5;8.578125134033205E-6|1.3359375208740238E-5;194;2.812500043945313E-7|1.9687500307617193E-5;8.015625125244143E-6|1.2796875199951175E-5
935677446;96074.66;67.00;10.61;24;165;31;66;1397544;-4;3;1.9687500307617193E-6|2.432812538012696E-5;8.578125134033205E-6|1.3359375208740238E-5;194;2.812500043945313E-7|1.9687500307617193E-5;8.015625125244143E-6|1.2796875199951175E-5
935677447;96085.16;67.20;10.42;24;165;31;90;1397616;-5;3;1.9687500307617193E-6|2.432812538012696E-5;8.578125134033205E-6|1.3359375208740238E-5;194;2.812500043945313E-7|1.9687500307617193E-5;8.015625125244143E-6|1.2796875199951175E-5
935677448;96095.46;67.20;10.36;158;165;31;103;1397774;-5;3;3.262500050976563E-5|1.982812530981446E-5;8.859375138427737E-6|1.2093750188964847E-5;172;1.4062500219726565E-7|2.109375032958985E-5;7.734375120849611E-6|1.2515625195556644E-5
935677449;96095.46;67.40;10.36;196;165;31;99;1397970;-6;-3;3.557812555590821E-5|2.0531250320800787E-5;7.171875112060549E-6|1.167187518237305E-5;177;3.473437554272462E-5|2.109375032958985E-5;8.156250127441408E-6|1.2093750188964847E-5
935677450;96115.2;67.40;10.29;203;165;31;98;1398173;-6;-2;3.501562554711915E-5|2.0531250320800787E-5;8.43750013183594E-6|1.1812500184570315E-5;165;3.529687555151368E-5|2.5734375402099615E-5;8.578125134033205E-6|1.1812500184570315E-5
935677451;96125.48;67.60;10.55;392;165;31;101;1398565;-7;-5;3.501562554711915E-5|2.0531250320800787E-5;8.43750013183594E-6|1.1812500184570315E-5;171;3.332812552075196E-5|2.6718750417480475E-5;8.859375138427737E-6|1.1953125186767581E-5
935677452;96136.14;67.60;10.91;459;165;31;103;1399024;-8;-5;3.360937552514649E-5|2.3062500360351568E-5;8.156250127441408E-6|1.167187518237305E-5;179;3.332812552075196E-5|2.6718750417480475E-5;8.859375138427737E-6|1.1953125186767581E-5
935677453;96147.32;67.80;11.20;468;166;31;106;1399492;-9;-6;3.262500050976563E-5|2.489062538891602E-5;8.296875129638674E-6|1.1531250180175784E-5;179;3.27656255119629E-5|2.7421875428466803E-5;8.43750013183594E-6|1.2234375191162112E-5
935677454;96158.88;68.00;11.53;438;166;31;107;1399930;-6;-6;3.262500050976563E-5|2.489062538891602E-5;8.296875129638674E-6|1.1531250180175784E-5;180;3.27656255119629E-5|2.7421875428466803E-5;8.43750013183594E-6|1.2234375191162112E-5
935677455;96170.72;68.00;11.77;288;167;31;107;1400218;-5;-5;3.262500050976563E-5|2.489062538891602E-5;8.296875129638674E-6|1.1531250180175784E-5;179;3.27656255119629E-5|2.1515625336181647E-5;8.43750013183594E-6|1.2093750188964847E-5
935677456;96182.82;68.20;12.00;298;167;31;107;1400516;-5;-5;3.459375054052735E-5|1.9968750312011722E-5;7.734375120849611E-6|1.167187518237305E-5;178;3.487500054492188E-5|2.137500033398438E-5;8.296875129638674E-6|1.2093750188964847E-5
935677457;96195.14;68.20;12.19;264;168;31;110;1400780;-5;-6;3.4171875533935555E-5|2.0671875322998053E-5;8.156250127441408E-6|1.1812500184570315E-5;178;3.403125053173829E-5|2.1234375331787115E-5;4.781250074707032E-6|8.859375138427737E-6
935677458;96207.54;68.20;12.29;237;169;31;100;1401017;-5;-6;3.4171875533935555E-5|2.0671875322998053E-5;8.156250127441408E-6|1.1812500184570315E-5;177;3.403125053173829E-5|2.1234375331787115E-5;4.781250074707032E-6|8.859375138427737E-6
935677459;96207.54;68.20;12.29;253;169;31;101;1401270;-4;-7;3.4171875533935555E-5|2.0671875322998053E-5;8.156250127441408E-6|1.1812500184570315E-5;176;3.459375054052735E-5|2.0812500325195316E-5;8.296875129638674E-6|1.2234375191162112E-5
935677460;96232.74;68.40;12.43;232;170;31;95;1401502;-5;-6;3.445312553833009E-5|2.039062531860352E-5;7.875000123046877E-6|1.167187518237305E-5;175;3.487500054492188E-5|2.4187500377929694E-5;8.296875129638674E-6|1.2093750188964847E-5
935677461;96245.42;68.40;12.44;210;170;31;97;1401712;-6;-7;3.445312553833009E-5|2.039062531860352E-5;7.875000123046877E-6|1.167187518237305E-5;176;3.487500054492188E-5|2.4187500377929694E-5;8.296875129638674E-6|1.2093750188964847E-5
935677462;96258.08;68.40;12.46;218;171;31;96;1401930;-6;-7;3.5156250549316415E-5|1.9687500307617193E-5;8.296875129638674E-6|1.1953125186767581E-5;178;3.5156250549316415E-5|2.0812500325195316E-5;8.578125134033205E-6|1.2515625195556644E-5
935677463;96270.8;68.40;12.57;320;172;31;106;1402250;-6;-7;3.5156250549316415E-5|1.9687500307617193E-5;8.296875129638674E-6|1.1953125186767581E-5;173;3.487500054492188E-5|2.2078125344970708E-5;8.43750013183594E-6|1.2796875199951175E-5
935677464;96283.64;68.40;12.73;328;172;31;105;1402578;-7;-8;3.5156250549316415E-5|1.9687500307617193E-5;8.296875129638674E-6|1.1953125186767581E-5;179;3.487500054492188E-5|2.2078125344970708E-5;8.43750013183594E-6|1.2796875199951175E-5
